Order_ID,Order_Date,Region,State,Segment,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit,Month,Year,Profit_Margin_Percent
ORD-01226,2025-06-27,North,Delhi,Consumer,Technology,Accessories,2,3796.57,0.0,7593.13,1597.47,2025-06,2025,21.04
ORD-01227,2025-11-18,East,Bihar,Consumer,Office Supplies,Paper,6,369.53,0.15,1884.61,285.84,2025-11,2025,15.17
ORD-01228,2025-04-05,South,Tamil Nadu,Corporate,Technology,Laptops,2,73987.98,0.15,125779.56,32060.71,2025-04,2025,25.49
ORD-01229,2025-08-27,North,Uttar Pradesh,Corporate,Office Supplies,Binders,2,665.1,0.1,1197.19,289.2,2025-08,2025,24.16
ORD-01230,2025-01-24,East,Odisha,Home Office,Furniture,Tables,5,14876.96,0.05,70665.57,20702.2,2025-01,2025,29.3
ORD-01231,2025-08-17,North,Punjab,Corporate,Technology,Accessories,2,2195.78,0.0,4391.56,756.8,2025-08,2025,17.23
ORD-01232,2025-03-03,South,Karnataka,Corporate,Office Supplies,Binders,4,357.13,0.0,1428.53,303.76,2025-03,2025,21.26
ORD-01233,2025-09-02,Central,Chhattisgarh,Consumer,Technology,Phones,2,26894.85,0.05,51100.22,8182.0,2025-09,2025,16.01
ORD-01234,2025-11-26,North,Haryana,Consumer,Technology,Accessories,4,1106.58,0.1,3983.68,1102.11,2025-11,2025,27.67
ORD-01235,2025-11-23,North,Delhi,Consumer,Furniture,Tables,2,5582.59,0.0,11165.19,2503.88,2025-11,2025,22.43
ORD-01236,2025-01-13,Central,Chhattisgarh,Consumer,Office Supplies,Paper,2,516.83,0.1,930.3,281.44,2025-01,2025,30.25
ORD-01237,2025-10-13,South,Andhra Pradesh,Consumer,Technology,Phones,4,17208.2,0.2,55066.25,5205.1,2025-10,2025,9.45
ORD-01238,2025-11-07,West,Gujarat,Consumer,Office Supplies,Storage,7,4012.83,0.0,28089.81,2719.4,2025-11,2025,9.68
ORD-01239,2025-11-10,South,Tamil Nadu,Home Office,Office Supplies,Storage,5,5229.19,0.05,24838.66,6869.99,2025-11,2025,27.66
ORD-01240,2025-10-05,North,Haryana,Consumer,Office Supplies,Binders,3,788.29,0.15,2010.15,378.12,2025-10,2025,18.81
ORD-01241,2025-12-11,South,Telangana,Consumer,Office Supplies,Binders,6,256.54,0.0,1539.27,233.71,2025-12,2025,15.18
ORD-01242,2025-08-17,North,Punjab,Corporate,Office Supplies,Storage,1,1764.13,0.1,1587.72,486.91,2025-08,2025,30.67
ORD-01243,2025-01-17,Central,Madhya Pradesh,Corporate,Office Supplies,Binders,5,380.91,0.0,1904.55,362.23,2025-01,2025,19.02
ORD-01244,2025-10-12,South,Tamil Nadu,Consumer,Technology,Laptops,7,35610.5,0.0,249273.5,54183.56,2025-10,2025,21.74
ORD-01245,2025-06-26,East,Bihar,Consumer,Office Supplies,Paper,1,288.56,0.0,288.56,83.56,2025-06,2025,28.96
ORD-01246,2025-01-04,South,Telangana,Consumer,Technology,Laptops,8,59044.12,0.05,448735.28,83668.46,2025-01,2025,18.65
ORD-01247,2025-08-08,East,Bihar,Consumer,Office Supplies,Paper,6,150.53,0.2,722.54,93.23,2025-08,2025,12.9
ORD-01248,2025-08-18,Central,Chhattisgarh,Consumer,Furniture,Chairs,5,7086.3,0.05,33659.9,4070.3,2025-08,2025,12.09
ORD-01249,2025-01-22,Central,Chhattisgarh,Home Office,Furniture,Chairs,4,11405.12,0.0,45620.5,5612.84,2025-01,2025,12.3
ORD-01250,2025-06-14,West,Rajasthan,Home Office,Office Supplies,Paper,7,174.32,0.0,1220.25,180.91,2025-06,2025,14.83
ORD-01251,2025-01-09,North,Uttar Pradesh,Corporate,Technology,Laptops,3,94421.41,0.2,226611.37,28659.4,2025-01,2025,12.65
ORD-01252,2025-06-26,South,Karnataka,Consumer,Office Supplies,Binders,2,724.65,0.0,1449.3,400.64,2025-06,2025,27.64
ORD-01253,2025-07-04,West,Rajasthan,Home Office,Office Supplies,Paper,1,145.43,0.05,138.15,13.09,2025-07,2025,9.48
ORD-01254,2025-06-20,North,Uttar Pradesh,Consumer,Technology,Laptops,6,79748.61,0.1,430642.52,91753.8,2025-06,2025,21.31
ORD-01255,2025-01-22,Central,Madhya Pradesh,Consumer,Technology,Accessories,2,4357.53,0.0,8715.07,2575.21,2025-01,2025,29.55
ORD-01256,2025-09-06,West,Gujarat,Corporate,Office Supplies,Storage,7,2826.1,0.2,15826.16,1126.66,2025-09,2025,7.12
ORD-01257,2025-10-27,South,Tamil Nadu,Corporate,Office Supplies,Binders,4,550.69,0.0,2202.76,407.51,2025-10,2025,18.5
ORD-01258,2025-10-20,South,Telangana,Consumer,Technology,Phones,6,36656.94,0.1,197947.5,30719.14,2025-10,2025,15.52
ORD-01259,2025-04-10,South,Telangana,Corporate,Technology,Laptops,5,84828.62,0.05,402935.95,57386.96,2025-04,2025,14.24
ORD-01260,2025-02-15,North,Delhi,Consumer,Office Supplies,Paper,8,416.99,0.0,3335.88,662.85,2025-02,2025,19.87
ORD-01261,2025-02-02,South,Tamil Nadu,Home Office,Office Supplies,Binders,6,160.26,0.1,865.38,245.26,2025-02,2025,28.34
ORD-01262,2025-09-16,West,Gujarat,Consumer,Technology,Laptops,8,52335.31,0.2,334945.98,30127.03,2025-09,2025,8.99
ORD-01263,2025-10-19,South,Tamil Nadu,Home Office,Office Supplies,Storage,6,5075.48,0.0,30452.89,5917.64,2025-10,2025,19.43
ORD-01264,2025-12-14,East,West Bengal,Consumer,Technology,Phones,1,38193.44,0.1,34374.1,4359.31,2025-12,2025,12.68
ORD-01265,2025-12-20,West,Maharashtra,Consumer,Furniture,Bookcases,4,12573.02,0.2,40233.67,2491.9,2025-12,2025,6.19
ORD-01266,2025-04-11,Central,Chhattisgarh,Corporate,Furniture,Tables,8,6176.74,0.0,49413.96,14292.77,2025-04,2025,28.92
ORD-01267,2025-03-05,South,Andhra Pradesh,Consumer,Furniture,Bookcases,5,5697.1,0.0,28485.52,7445.93,2025-03,2025,26.14
ORD-01268,2025-11-27,Central,Chhattisgarh,Corporate,Technology,Laptops,5,87250.37,0.05,414439.27,85706.99,2025-11,2025,20.68
ORD-01269,2025-07-31,East,Bihar,Consumer,Technology,Phones,5,34722.61,0.15,147571.08,17401.96,2025-07,2025,11.79
ORD-01270,2025-04-06,South,Andhra Pradesh,Corporate,Furniture,Chairs,1,11422.74,0.15,9709.33,1991.17,2025-04,2025,20.51
ORD-01271,2025-04-03,West,Gujarat,Consumer,Technology,Laptops,3,80339.65,0.05,228968.01,55124.74,2025-04,2025,24.08
ORD-01272,2025-10-11,West,Gujarat,Corporate,Furniture,Bookcases,8,12726.96,0.0,101815.65,12933.33,2025-10,2025,12.7
ORD-01273,2025-03-24,North,Haryana,Consumer,Technology,Laptops,4,91903.07,0.0,367612.26,45622.34,2025-03,2025,12.41
ORD-01274,2025-06-28,South,Andhra Pradesh,Consumer,Technology,Phones,6,34041.05,0.0,204246.29,46369.23,2025-06,2025,22.7
ORD-01275,2025-11-18,South,Telangana,Consumer,Office Supplies,Paper,4,530.38,0.2,1697.2,347.79,2025-11,2025,20.49
ORD-01276,2025-07-11,South,Andhra Pradesh,Consumer,Office Supplies,Paper,8,551.82,0.05,4193.85,1327.09,2025-07,2025,31.64
ORD-01277,2025-07-24,Central,Madhya Pradesh,Consumer,Technology,Phones,6,31182.6,0.0,187095.63,39886.9,2025-07,2025,21.32
ORD-01278,2025-02-20,East,Bihar,Consumer,Office Supplies,Storage,7,2945.49,0.05,19587.51,4125.79,2025-02,2025,21.06
ORD-01279,2025-03-15,East,West Bengal,Consumer,Technology,Phones,6,15806.68,0.05,90098.06,15177.49,2025-03,2025,16.85
ORD-01280,2025-11-20,North,Delhi,Consumer,Office Supplies,Binders,7,807.2,0.05,5367.9,1197.03,2025-11,2025,22.3
ORD-01281,2025-02-24,Central,Madhya Pradesh,Corporate,Technology,Phones,4,14350.66,0.05,54532.52,11980.69,2025-02,2025,21.97
ORD-01282,2025-09-11,West,Rajasthan,Consumer,Furniture,Chairs,5,4479.16,0.15,19036.44,3256.95,2025-09,2025,17.11
ORD-01283,2025-03-24,South,Andhra Pradesh,Consumer,Office Supplies,Binders,1,429.07,0.1,386.17,108.0,2025-03,2025,27.97
ORD-01284,2025-11-27,South,Tamil Nadu,Consumer,Technology,Phones,5,38678.92,0.1,174055.16,32893.11,2025-11,2025,18.9
ORD-01285,2025-05-12,North,Punjab,Consumer,Technology,Phones,5,28579.97,0.05,135754.86,34181.74,2025-05,2025,25.18
ORD-01286,2025-06-23,South,Andhra Pradesh,Consumer,Technology,Accessories,3,3721.68,0.0,11165.05,2861.48,2025-06,2025,25.63
ORD-01287,2025-01-13,East,Bihar,Consumer,Technology,Phones,2,17239.36,0.0,34478.73,4743.36,2025-01,2025,13.76
ORD-01288,2025-01-25,West,Rajasthan,Consumer,Furniture,Tables,2,6606.19,0.15,11230.52,1952.39,2025-01,2025,17.38
ORD-01289,2025-11-18,South,Telangana,Consumer,Technology,Laptops,6,85285.53,0.1,460541.88,63953.07,2025-11,2025,13.89
ORD-01290,2025-10-03,East,West Bengal,Home Office,Office Supplies,Storage,7,891.33,0.2,4991.47,571.22,2025-10,2025,11.44
ORD-01291,2025-12-31,East,West Bengal,Consumer,Furniture,Bookcases,5,14083.29,0.0,70416.44,12218.15,2025-12,2025,17.35
ORD-01292,2025-08-19,East,Odisha,Consumer,Office Supplies,Paper,1,200.99,0.05,190.94,30.22,2025-08,2025,15.83
ORD-01293,2025-09-03,East,West Bengal,Corporate,Furniture,Bookcases,5,13276.73,0.0,66383.65,17873.07,2025-09,2025,26.92
ORD-01294,2025-07-15,South,Telangana,Corporate,Office Supplies,Binders,6,211.14,0.2,1013.46,262.95,2025-07,2025,25.95
ORD-01295,2025-09-07,South,Telangana,Corporate,Office Supplies,Paper,6,295.45,0.0,1772.67,510.03,2025-09,2025,28.77
ORD-01296,2025-09-30,South,Andhra Pradesh,Home Office,Furniture,Chairs,1,4324.59,0.0,4324.59,1332.3,2025-09,2025,30.81
ORD-01297,2025-12-07,South,Telangana,Corporate,Technology,Laptops,4,47480.23,0.1,170928.82,32687.44,2025-12,2025,19.12
ORD-01298,2025-12-05,North,Delhi,Consumer,Furniture,Tables,4,9019.35,0.15,30665.78,7482.97,2025-12,2025,24.4
ORD-01299,2025-08-28,North,Delhi,Consumer,Technology,Phones,3,34843.01,0.05,99302.57,16840.63,2025-08,2025,16.96
ORD-01300,2025-08-10,South,Karnataka,Consumer,Technology,Laptops,3,61052.06,0.15,155682.76,28151.35,2025-08,2025,18.08
ORD-01301,2025-11-03,West,Maharashtra,Consumer,Office Supplies,Paper,4,363.5,0.05,1381.32,237.6,2025-11,2025,17.2
ORD-01302,2025-03-31,South,Andhra Pradesh,Consumer,Furniture,Tables,2,4617.17,0.15,7849.19,2138.51,2025-03,2025,27.24
ORD-01303,2025-07-14,West,Rajasthan,Corporate,Technology,Laptops,4,46248.76,0.0,184995.04,23954.62,2025-07,2025,12.95
ORD-01304,2025-06-03,South,Andhra Pradesh,Corporate,Office Supplies,Paper,7,454.95,0.1,2866.21,714.79,2025-06,2025,24.94
ORD-01305,2025-01-17,North,Haryana,Consumer,Technology,Laptops,7,44531.12,0.0,311717.87,59855.45,2025-01,2025,19.2
ORD-01306,2025-04-09,East,Bihar,Home Office,Office Supplies,Binders,4,483.67,0.0,1934.69,479.64,2025-04,2025,24.79
ORD-01307,2025-04-19,West,Maharashtra,Corporate,Technology,Phones,4,22034.41,0.0,88137.64,17333.8,2025-04,2025,19.67
ORD-01308,2025-12-22,East,West Bengal,Consumer,Technology,Phones,3,37250.28,0.05,106163.3,24306.63,2025-12,2025,22.9
ORD-01309,2025-12-07,South,Telangana,Consumer,Furniture,Chairs,5,11766.12,0.1,52947.53,12390.71,2025-12,2025,23.4
ORD-01310,2025-08-18,South,Telangana,Consumer,Furniture,Tables,6,13090.15,0.05,74613.84,14192.67,2025-08,2025,19.02
ORD-01311,2025-04-12,North,Delhi,Corporate,Technology,Laptops,1,67626.63,0.0,67626.63,21390.15,2025-04,2025,31.63
ORD-01312,2025-09-25,North,Punjab,Consumer,Furniture,Chairs,5,10175.79,0.1,45791.05,7806.11,2025-09,2025,17.05
ORD-01313,2025-09-14,West,Rajasthan,Corporate,Office Supplies,Paper,1,445.07,0.05,422.82,56.4,2025-09,2025,13.34
ORD-01314,2025-06-11,North,Delhi,Home Office,Technology,Laptops,3,48199.13,0.05,137367.52,43920.62,2025-06,2025,31.97
ORD-01315,2025-05-10,South,Andhra Pradesh,Consumer,Office Supplies,Paper,8,268.62,0.1,1934.09,609.23,2025-05,2025,31.5
ORD-01316,2025-04-24,North,Uttar Pradesh,Consumer,Office Supplies,Paper,4,355.32,0.0,1421.29,344.78,2025-04,2025,24.26
ORD-01317,2025-10-31,East,Odisha,Corporate,Furniture,Bookcases,2,5034.34,0.0,10068.67,2031.07,2025-10,2025,20.17
ORD-01318,2025-12-28,East,Odisha,Consumer,Office Supplies,Storage,6,3283.18,0.0,19699.1,3593.63,2025-12,2025,18.24
ORD-01319,2025-07-20,East,Bihar,Home Office,Technology,Phones,8,28059.6,0.05,213252.99,45269.59,2025-07,2025,21.23
ORD-01320,2025-09-12,North,Punjab,Consumer,Office Supplies,Paper,8,308.33,0.15,2096.66,503.21,2025-09,2025,24.0
ORD-01321,2025-02-06,East,Bihar,Consumer,Office Supplies,Storage,1,5092.77,0.05,4838.14,1471.36,2025-02,2025,30.41
ORD-01322,2025-07-20,South,Tamil Nadu,Consumer,Office Supplies,Binders,5,397.9,0.0,1989.52,405.06,2025-07,2025,20.36
ORD-01323,2025-11-01,Central,Chhattisgarh,Home Office,Technology,Laptops,2,44728.7,0.05,84984.53,20889.71,2025-11,2025,24.58
ORD-01324,2025-07-29,East,West Bengal,Home Office,Office Supplies,Binders,8,775.31,0.05,5892.37,1010.19,2025-07,2025,17.14
ORD-01325,2025-04-11,Central,Madhya Pradesh,Consumer,Furniture,Chairs,1,5123.99,0.05,4867.79,1026.66,2025-04,2025,21.09
ORD-01326,2025-01-31,South,Telangana,Corporate,Office Supplies,Storage,3,3878.93,0.1,10473.11,1270.41,2025-01,2025,12.13
ORD-01327,2025-06-19,North,Haryana,Consumer,Technology,Accessories,1,2129.18,0.05,2022.72,518.33,2025-06,2025,25.63
ORD-01328,2025-03-02,West,Maharashtra,Consumer,Office Supplies,Storage,7,1564.16,0.0,10949.09,2768.48,2025-03,2025,25.29
ORD-01329,2025-10-11,East,Bihar,Consumer,Furniture,Bookcases,6,8789.22,0.1,47461.79,8304.72,2025-10,2025,17.5
ORD-01330,2025-12-09,East,Bihar,Consumer,Furniture,Bookcases,6,4486.39,0.0,26918.32,5507.96,2025-12,2025,20.46
ORD-01331,2025-09-30,North,Delhi,Consumer,Technology,Phones,1,15624.48,0.1,14062.03,4099.05,2025-09,2025,29.15
ORD-01332,2025-11-10,North,Uttar Pradesh,Consumer,Furniture,Bookcases,3,5471.48,0.1,14773.0,4512.22,2025-11,2025,30.54
ORD-01333,2025-04-06,Central,Chhattisgarh,Corporate,Technology,Phones,2,37060.81,0.0,74121.62,10850.25,2025-04,2025,14.64
ORD-01334,2025-04-20,North,Haryana,Consumer,Technology,Laptops,2,42442.61,0.1,76396.7,10363.06,2025-04,2025,13.56
ORD-01335,2025-05-13,East,West Bengal,Consumer,Office Supplies,Binders,4,416.6,0.05,1583.09,253.9,2025-05,2025,16.04
ORD-01336,2025-01-27,South,Andhra Pradesh,Consumer,Furniture,Bookcases,8,9077.82,0.1,65360.33,19495.85,2025-01,2025,29.83
ORD-01337,2025-01-22,North,Haryana,Consumer,Office Supplies,Binders,8,411.64,0.0,3293.1,658.3,2025-01,2025,19.99
ORD-01338,2025-10-27,West,Gujarat,Consumer,Office Supplies,Storage,5,2223.64,0.1,10006.38,1145.04,2025-10,2025,11.44
ORD-01339,2025-11-01,South,Karnataka,Corporate,Office Supplies,Paper,4,353.3,0.0,1413.22,271.56,2025-11,2025,19.22
ORD-01340,2025-10-22,Central,Madhya Pradesh,Home Office,Technology,Phones,4,19520.11,0.05,74176.41,18037.38,2025-10,2025,24.32
ORD-01341,2025-09-30,Central,Madhya Pradesh,Corporate,Technology,Phones,5,11680.42,0.1,52561.87,12090.7,2025-09,2025,23.0
ORD-01342,2025-02-26,East,West Bengal,Home Office,Furniture,Tables,3,8767.47,0.1,23672.17,4980.69,2025-02,2025,21.04
ORD-01343,2025-06-10,North,Uttar Pradesh,Corporate,Furniture,Tables,2,7941.51,0.1,14294.72,3563.05,2025-06,2025,24.93
ORD-01344,2025-09-18,Central,Chhattisgarh,Consumer,Office Supplies,Storage,4,1376.88,0.05,5232.15,1658.69,2025-09,2025,31.7
ORD-01345,2025-03-04,North,Delhi,Consumer,Furniture,Chairs,2,8546.23,0.15,14528.59,3710.54,2025-03,2025,25.54
ORD-01346,2025-07-26,North,Punjab,Consumer,Office Supplies,Paper,8,421.21,0.0,3369.69,499.54,2025-07,2025,14.82
ORD-01347,2025-07-14,South,Tamil Nadu,Home Office,Office Supplies,Binders,7,579.86,0.2,3247.22,412.41,2025-07,2025,12.7
ORD-01348,2025-12-09,West,Rajasthan,Home Office,Furniture,Chairs,6,4725.85,0.0,28355.1,535.87,2025-12,2025,1.89
ORD-01349,2025-02-26,Central,Madhya Pradesh,Corporate,Technology,Laptops,7,79475.07,0.0,556325.49,83072.09,2025-02,2025,14.93
ORD-01350,2025-11-29,West,Gujarat,Consumer,Technology,Phones,3,24219.82,0.15,61760.54,8273.85,2025-11,2025,13.4
ORD-01351,2025-06-06,East,Bihar,Consumer,Furniture,Chairs,3,2699.05,0.05,7692.28,1717.38,2025-06,2025,22.33
ORD-01352,2025-09-22,North,Uttar Pradesh,Consumer,Technology,Phones,2,20575.99,0.1,37036.79,11681.2,2025-09,2025,31.54
ORD-01353,2025-06-12,East,Odisha,Corporate,Furniture,Tables,7,13319.76,0.0,93238.29,29165.32,2025-06,2025,31.28
ORD-01354,2025-06-17,Central,Madhya Pradesh,Consumer,Office Supplies,Paper,7,303.95,0.0,2127.63,544.82,2025-06,2025,25.61
ORD-01355,2025-03-12,South,Tamil Nadu,Home Office,Technology,Laptops,2,77802.05,0.1,140043.7,41108.11,2025-03,2025,29.35
ORD-01356,2025-06-06,North,Punjab,Consumer,Technology,Laptops,1,87945.27,0.0,87945.27,27841.81,2025-06,2025,31.66
ORD-01357,2025-02-20,West,Rajasthan,Corporate,Office Supplies,Paper,3,117.95,0.1,318.47,50.17,2025-02,2025,15.75
ORD-01358,2025-11-30,East,Odisha,Corporate,Furniture,Tables,4,13071.78,0.1,47058.42,11810.24,2025-11,2025,25.1
ORD-01359,2025-09-01,North,Haryana,Consumer,Furniture,Chairs,7,11628.32,0.2,65118.61,15328.15,2025-09,2025,23.54
ORD-01360,2025-08-09,East,West Bengal,Consumer,Office Supplies,Binders,4,444.35,0.2,1421.92,360.53,2025-08,2025,25.36
ORD-01361,2025-03-08,West,Rajasthan,Consumer,Technology,Laptops,5,51461.01,0.0,257305.05,29095.82,2025-03,2025,11.31
ORD-01362,2025-03-06,Central,Madhya Pradesh,Corporate,Office Supplies,Paper,4,88.53,0.0,354.13,81.73,2025-03,2025,23.08
ORD-01363,2025-12-28,East,Bihar,Home Office,Furniture,Bookcases,7,6265.15,0.05,41663.27,7726.82,2025-12,2025,18.55
ORD-01364,2025-08-05,South,Tamil Nadu,Corporate,Office Supplies,Storage,8,3394.42,0.0,27155.36,3403.28,2025-08,2025,12.53
ORD-01365,2025-02-20,North,Delhi,Consumer,Office Supplies,Storage,5,2265.87,0.0,11329.36,2394.8,2025-02,2025,21.14
ORD-01366,2025-07-31,West,Rajasthan,Corporate,Office Supplies,Paper,8,381.55,0.0,3052.41,575.8,2025-07,2025,18.86
ORD-01367,2025-04-22,Central,Chhattisgarh,Consumer,Technology,Phones,1,22090.72,0.05,20986.18,4237.35,2025-04,2025,20.19
ORD-01368,2025-09-11,South,Tamil Nadu,Home Office,Furniture,Bookcases,8,10251.78,0.1,73812.8,16273.74,2025-09,2025,22.05
ORD-01369,2025-07-22,Central,Chhattisgarh,Consumer,Technology,Accessories,2,2636.55,0.0,5273.1,722.98,2025-07,2025,13.71
ORD-01370,2025-06-22,South,Andhra Pradesh,Corporate,Furniture,Bookcases,6,3511.41,0.1,18961.59,4594.95,2025-06,2025,24.23
ORD-01371,2025-11-15,Central,Madhya Pradesh,Consumer,Technology,Laptops,3,46601.34,0.05,132813.82,17941.82,2025-11,2025,13.51
ORD-01372,2025-07-29,North,Delhi,Corporate,Office Supplies,Paper,6,525.24,0.05,2993.86,626.88,2025-07,2025,20.94
ORD-01373,2025-10-11,North,Delhi,Consumer,Technology,Laptops,6,52683.94,0.0,316103.62,58466.18,2025-10,2025,18.5
ORD-01374,2025-03-12,South,Karnataka,Consumer,Furniture,Bookcases,3,14243.24,0.0,42729.71,6393.21,2025-03,2025,14.96
ORD-01375,2025-06-04,South,Tamil Nadu,Corporate,Furniture,Bookcases,5,12579.13,0.2,50316.5,5526.61,2025-06,2025,10.98
ORD-01376,2025-11-07,South,Karnataka,Consumer,Technology,Phones,8,13631.88,0.0,109055.03,15196.45,2025-11,2025,13.93
ORD-01377,2025-02-23,West,Rajasthan,Consumer,Office Supplies,Paper,6,348.29,0.0,2089.73,247.64,2025-02,2025,11.85
ORD-01378,2025-02-22,North,Delhi,Consumer,Technology,Accessories,7,4173.51,0.0,29214.55,3572.5,2025-02,2025,12.23
ORD-01379,2025-05-05,East,Odisha,Corporate,Furniture,Tables,3,6055.42,0.0,18166.27,5401.53,2025-05,2025,29.73
ORD-01380,2025-09-26,East,Bihar,Consumer,Office Supplies,Storage,6,2989.1,0.1,16141.11,4706.92,2025-09,2025,29.16
ORD-01381,2025-11-05,North,Uttar Pradesh,Corporate,Office Supplies,Paper,6,123.18,0.05,702.11,156.08,2025-11,2025,22.23
ORD-01382,2025-07-08,North,Punjab,Corporate,Technology,Laptops,6,60113.06,0.2,288542.68,44231.43,2025-07,2025,15.33
ORD-01383,2025-05-04,North,Punjab,Corporate,Office Supplies,Storage,6,1809.94,0.0,10859.64,1437.99,2025-05,2025,13.24
ORD-01384,2025-08-31,East,Bihar,Consumer,Office Supplies,Storage,8,1083.94,0.05,8237.92,2169.93,2025-08,2025,26.34
ORD-01385,2025-09-09,North,Delhi,Consumer,Technology,Accessories,7,5470.51,0.1,34464.24,5008.1,2025-09,2025,14.53
ORD-01386,2025-01-05,East,West Bengal,Corporate,Technology,Laptops,1,47731.84,0.0,47731.84,12835.16,2025-01,2025,26.89
ORD-01387,2025-09-26,South,Karnataka,Corporate,Technology,Accessories,5,2885.05,0.0,14425.26,3933.61,2025-09,2025,27.27
ORD-01388,2025-08-21,Central,Madhya Pradesh,Consumer,Technology,Laptops,1,79340.76,0.0,79340.76,14223.92,2025-08,2025,17.93
ORD-01389,2025-03-30,South,Tamil Nadu,Consumer,Technology,Phones,7,24022.3,0.05,159748.27,26102.8,2025-03,2025,16.34
ORD-01390,2025-10-11,West,Rajasthan,Corporate,Furniture,Tables,2,4667.28,0.1,8401.11,1758.09,2025-10,2025,20.93
ORD-01391,2025-09-05,East,West Bengal,Consumer,Furniture,Chairs,4,3319.59,0.0,13278.38,2826.95,2025-09,2025,21.29
ORD-01392,2025-10-30,South,Tamil Nadu,Consumer,Technology,Phones,3,25906.22,0.1,69946.8,18489.54,2025-10,2025,26.43
ORD-01393,2025-10-24,South,Karnataka,Home Office,Office Supplies,Storage,8,2664.07,0.05,20246.92,5437.53,2025-10,2025,26.86
ORD-01394,2025-09-01,North,Haryana,Corporate,Technology,Accessories,7,5608.35,0.1,35332.62,4712.44,2025-09,2025,13.34
ORD-01395,2025-03-25,South,Andhra Pradesh,Consumer,Furniture,Chairs,8,6773.71,0.05,51480.23,9681.23,2025-03,2025,18.81
ORD-01396,2025-12-28,Central,Chhattisgarh,Corporate,Office Supplies,Binders,5,224.17,0.0,1120.83,358.1,2025-12,2025,31.95
ORD-01397,2025-09-08,Central,Madhya Pradesh,Consumer,Office Supplies,Binders,6,373.51,0.15,1904.91,254.48,2025-09,2025,13.36
ORD-01398,2025-02-18,South,Tamil Nadu,Corporate,Furniture,Tables,2,6421.02,0.0,12842.03,1748.76,2025-02,2025,13.62
ORD-01399,2025-11-27,South,Tamil Nadu,Consumer,Office Supplies,Paper,8,196.36,0.05,1492.35,191.64,2025-11,2025,12.84
ORD-01400,2025-12-30,East,West Bengal,Corporate,Furniture,Tables,3,14237.35,0.05,40576.46,12718.31,2025-12,2025,31.34
ORD-01401,2025-09-01,Central,Madhya Pradesh,Home Office,Technology,Phones,7,21291.42,0.0,149039.96,37531.68,2025-09,2025,25.18
ORD-01402,2025-05-22,North,Punjab,Consumer,Furniture,Tables,3,16287.99,0.0,48863.96,6574.27,2025-05,2025,13.45
ORD-01403,2025-05-23,East,West Bengal,Consumer,Furniture,Chairs,1,4123.52,0.0,4123.52,1146.47,2025-05,2025,27.8
ORD-01404,2025-08-17,East,Odisha,Corporate,Office Supplies,Storage,6,4915.89,0.15,25071.04,6659.16,2025-08,2025,26.56
ORD-01405,2025-09-16,West,Maharashtra,Consumer,Furniture,Tables,1,5401.48,0.0,5401.48,954.59,2025-09,2025,17.67
ORD-01406,2025-05-09,East,Bihar,Consumer,Furniture,Chairs,2,10068.99,0.05,19131.09,4470.99,2025-05,2025,23.37
ORD-01407,2025-04-02,East,Bihar,Consumer,Furniture,Chairs,4,8596.44,0.0,34385.77,5528.97,2025-04,2025,16.08
ORD-01408,2025-10-16,Central,Madhya Pradesh,Consumer,Furniture,Chairs,4,5098.75,0.05,19375.27,3809.05,2025-10,2025,19.66
ORD-01409,2025-10-09,West,Maharashtra,Corporate,Office Supplies,Paper,3,582.66,0.0,1747.99,352.88,2025-10,2025,20.19
ORD-01410,2025-06-17,North,Punjab,Consumer,Office Supplies,Paper,3,349.01,0.1,942.34,263.35,2025-06,2025,27.95
ORD-01411,2025-12-29,North,Punjab,Corporate,Technology,Phones,8,41895.79,0.0,335166.29,93218.28,2025-12,2025,27.81
ORD-01412,2025-04-13,Central,Madhya Pradesh,Consumer,Technology,Laptops,5,74457.9,0.1,335060.53,41491.22,2025-04,2025,12.38
ORD-01413,2025-07-21,East,West Bengal,Consumer,Office Supplies,Storage,5,4225.61,0.0,21128.05,5484.08,2025-07,2025,25.96
ORD-01414,2025-02-09,North,Delhi,Consumer,Office Supplies,Paper,4,211.13,0.05,802.29,237.07,2025-02,2025,29.55
ORD-01415,2025-11-17,Central,Chhattisgarh,Consumer,Technology,Laptops,3,36846.85,0.1,99486.49,24707.51,2025-11,2025,24.84
ORD-01416,2025-02-15,North,Uttar Pradesh,Consumer,Office Supplies,Storage,5,4447.64,0.0,22238.22,3580.16,2025-02,2025,16.1
ORD-01417,2025-03-21,North,Punjab,Consumer,Furniture,Chairs,2,4144.8,0.05,7875.12,2295.42,2025-03,2025,29.15
ORD-01418,2025-12-17,West,Rajasthan,Corporate,Technology,Laptops,4,77557.21,0.05,294717.41,39150.35,2025-12,2025,13.28
ORD-01419,2025-08-27,West,Maharashtra,Corporate,Office Supplies,Storage,3,1783.17,0.1,4814.55,799.11,2025-08,2025,16.6
ORD-01420,2025-01-30,North,Punjab,Consumer,Furniture,Bookcases,6,7154.05,0.05,40778.09,10236.25,2025-01,2025,25.1
ORD-01421,2025-09-08,Central,Chhattisgarh,Corporate,Technology,Phones,1,31190.67,0.05,29631.13,6823.85,2025-09,2025,23.03
ORD-01422,2025-10-27,East,Odisha,Corporate,Technology,Laptops,4,40734.52,0.05,154791.19,48072.72,2025-10,2025,31.06
